Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,59.09,0.0,0.0,15.88,,5,330,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,20.25,0.0,0.0,15.3,,5,203,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,18.94,0.0,0.0,32.55,,5,205,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,18.86,0.0,0.0,32.35,,3,145,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,79.38,0.0,0.0,31.4,114.29,3,275,16,CNN 16k,IID,FashionMNIST,0.3,0.9094,0.7913,0.2895,1.19,0.7235,0.6906,0.7869,"{OFF,OFF,OFF,OFF,OFF,OFF}",38.53
Client 1,2,66.25,0.0,0.0,15.3,,5,306,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,35.68,0.0,0.0,13.75,,5,209,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,33.49,0.0,0.0,49.21,,5,158,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,35.68,0.0,0.0,40.42,,3,140,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,84.66,0.0,0.0,32.16,119.39,3,268,17,CNN 16k,IID,FashionMNIST,0.26,0.908,0.8746,0.2726,0.89,0.7902,0.772,0.6902,"{OFF,OFF,OFF,OFF,OFF,OFF}",21.92
Client 1,3,89.91,0.0,0.0,13.81,,5,271,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,49.09,0.0,0.0,27.79,,5,203,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,61.73,0.0,0.0,32.28,,5,222,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,56.59,0.0,0.0,70.14,,3,138,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,109.23,0.0,0.0,28.91,140.83,3,254,17,CNN 16k,IID,FashionMNIST,0.23,0.9181,0.8592,0.2539,0.85,0.7901,0.7746,0.7519,"{OFF,OFF,OFF,OFF,OFF,OFF}",25.95
